id,title,status,priority,issue_type,created_by,created_at,updated_at,closed_at,close_reason,deleted_at,deleted_by,delete_reason,original_type,description
bd-458,Validation,open,3,feature,,2025-11-05T15:43:56Z,2026-01-26T19:12:14Z,,,,,,,"Stating validation requirements up front, with live feedback, means users won’t be left guessing."
bd-459,Technical Spike: Offline Capabilities,open,3,feature,,2025-11-06T17:09:42Z,2026-02-04T20:23:16Z,,,,,,,Technical Spike: Offline Capabilities
bd-460,Development Environment and CI/CD Setup,open,3,epic,,2025-11-04T20:59:16Z,2026-02-03T18:29:06Z,,,,,,,"*Discovery Need:* N
 *Problem Statement:* Team needs standardized development environments and automated deployment pipelines for consistent and secure development practices.

*Decision Framework:*
 * Use containerization for environment consistency
 * Implement automated testing at multiple levels
 * Plan for government deployment requirements
 * Include security scanning in pipeline

*Definition of Done + Success Criteria:*
 * Dockerized development environment
 * Automated testing pipeline (unit, integration, e2e)
 * Code quality gates and security scanning
 * Documentation for local setup and deployment
 * *Success:* New developers can be productive within 1 day"
bd-461,Keyboard Navigation,open,3,feature,,2025-11-06T17:10:47Z,2025-11-06T17:10:47Z,,,,,,,keyboard navigation
bd-462,Submit System Registration,closed,1,feature,,2025-11-06T21:44:43Z,2026-01-28T17:42:36Z,2026-01-27T16:08:52Z,,,,,,"Submit the completed System Registration form to the ACF Assessment & Authorization team for review and UUID assignment. This establishes the official system record in ACF's EA repository.

 

*Acceptance Criteria:*
 * System Registration form submitted to the ACF Assessment & Authorization team
 * UUID assigned and confirmed
 * EA record created and accessible"
bd-463,Submit Privacy Impact Assessment (PIA) for Review,closed,1,feature,,2025-11-06T21:49:13Z,2026-01-26T17:54:41Z,2026-01-21T18:23:42Z,,,,,,"Submit the completed PIA to the ACF Privacy Office ([OCIO.Privacy@acf.hhs.gov|vscode-file://vscode-app/Applications/Visual%20Studio%20Code.app/Contents/Resources/app/out/vs/code/electron-browser/workbench/workbench.html]) for review and approval. Coordinate with the privacy team to address any findings and obtain SOP sign-off.

*Acceptance Criteria:*
 * PIA submitted to ACF Privacy Office
 * Privacy review completed with any required changes
 * SOP sign-off obtained
 * PIA approved for system use"
bd-464,Develop System Security Plan (SSP),open,3,feature,,2025-11-06T21:50:01Z,2026-01-28T15:17:37Z,,,,,,,"Create a comprehensive System Security Plan documenting all security controls, policies, and procedures for CSFEER. Include system description, security requirements, control implementations, and risk assessment methodology. Align with NIST SP 800-53 controls.

*Acceptance Criteria:*
 * SSP document completed following NIST SP 800-18 guidelines
 * All security controls documented (administrative, technical, physical)
 * Risk assessment methodology included
 * ACF ISSO review and approval obtained"
bd-465, Implement FISMA Security Controls,open,3,feature,,2025-11-06T21:50:46Z,2025-11-06T21:50:46Z,,,,,,,"Implement all required FISMA security controls in the CSFEER system architecture. This includes encryption, access controls, audit logging, and other technical controls identified in the SSP.

*Acceptance Criteria:*
 * All NIST SP 800-53 controls implemented in code/infrastructure
 * Encryption at rest and in transit (AES-256, TLS 1.3)
 * Role-based access control (RBAC) implemented
 * Comprehensive audit logging enabled
 * Security testing passed"
bd-466,Conduct Security Assessment and Testing,open,3,feature,,2025-11-06T21:51:24Z,2026-02-04T20:02:22Z,,,,,,,"Perform a comprehensive security assessment, including vulnerability scanning, penetration testing, and control validation. Document findings and develop a remediation plan.

*Acceptance Criteria:*
 * Automated security scanning completed (SAST, DAST, SCA)
 * Penetration testing completed by an accredited tester
 * All security controls tested and validated
 * Security Assessment Report (SAR) completed
 * POA&M developed for any findings"
bd-467,Develop Contingency Plan,open,3,feature,,2025-11-06T21:52:23Z,2025-11-06T21:52:23Z,,,,,,,"Create system contingency plan including backup procedures, disaster recovery, and business continuity measures. Align with NIST SP 800-34 guidelines.

*Acceptance Criteria:*
 * Contingency Plan document completed
 * Backup and recovery procedures documented
 * Business continuity measures defined
 * Plan tested and validated
 * ACF approval obtained"
bd-469,Submit ATO Package for Review,open,3,feature,,2025-11-06T21:53:38Z,2025-11-06T21:53:38Z,,,,,,,"Submit a complete ATO package to the ACF Authorizing Official for review and approval. Schedule a briefing and address any questions or concerns.

*Acceptance Criteria:*
 * ATO package submitted to Authorizing Official
 * Briefing scheduled and completed
 * Initial feedback addressed
 * ATO decision received"
bd-470,Address ATO Findings and POA&M,open,3,feature,,2025-11-06T21:54:04Z,2025-11-06T21:54:04Z,,,,,,,"Address any findings from the ATO review by implementing required remediation actions. Update POA&M with completion dates and evidence of fixes.

*Acceptance Criteria:*
 * All ATO findings documented and prioritized
 * Remediation plan developed with timelines
 * POA&M updated with completion evidence
 * Re-assessment completed if required"
bd-471,Accessibility Implementation and Testing,open,3,epic,,2025-11-04T20:59:42Z,2025-11-07T17:20:16Z,,,,,,,"*Discovery Need:* N
 *Problem Statement:* All interfaces must meet Section 508 compliance requirements and provide excellent experiences for users with disabilities.

*Decision Framework:*
 * Follow WCAG 2.1 AA standards as minimum
 * Implement automated accessibility testing
 * Plan for manual testing with assistive technologies
 * Create accessibility documentation and guidelines

*Definition of Done + Success Criteria:*
 * Automated accessibility testing in CI pipeline
 * Manual testing procedures with screen readers
 * Accessibility documentation for future development
 * All components pass WAVE and axe testing
 * *Success:* 100% compliance with Section 508 requirements"
bd-472,Obtain Final ATO Approval,open,3,feature,,2025-11-06T21:55:21Z,2026-02-04T20:23:19Z,,,,,,,"Obtain final ATO approval from the Authorizing Official and update system registration with the ATO date. Ensure all documentation is archived appropriately.

*Acceptance Criteria:*
 * ATO approval received from Authorizing Official
 * System registration updated with ATO date
 * All ATO artifacts archived in the ACF repository
 * System authorized for production deployment"
bd-473,Set up Keycloak Docker Service with PostgreSQL Backend,closed,3,feature,,2025-11-06T22:02:13Z,2025-11-10T16:22:16Z,2025-11-10T16:22:16Z,,,,,,"As a developer, I need a local Keycloak instance running in Docker with PostgreSQL backend to support OIDC authentication during development.

*Acceptance Criteria:*
- Keycloak service configured in docker-compose.yml
- PostgreSQL database configured for Keycloak data persistence  
- Keycloak admin user created with proper credentials
- Service accessible on localhost:8081
- Health checks implemented for service readiness

*Technical Details:*
- Image: quay.io/keycloak/keycloak:latest
- Database: PostgreSQL 16 with dedicated schema
- Admin credentials: admin/admin
- Ports: 127.0.0.1:8081:8081 (restricted to localhost)
- Volume mounts for realm configuration import
- Security hardening with no-new-privileges and capability drops

 "
bd-474,Configure Keycloak Realm and Client Settings,open,3,feature,,2025-11-06T22:02:48Z,2026-02-04T19:53:47Z,,,,,,,"As a developer, I need a properly configured Keycloak realm with client settings for OIDC integration.

*Acceptance Criteria:*
- CSFEER realm created with appropriate settings
- OIDC client ""csfeer-auth"" configured with correct settings
- Client secret properly set
- Appropriate scopes configured (openid, email, profile, roles, offline_access)
- Token lifespan settings configured (5min access, 30min session)
- SSL requirements set to ""external""

*Technical Details:*
- Realm: csfeer
- Client ID: csfeer-auth  
- Client Type: confidential
- Grant Types: authorization_code, refresh_token
- Redirect URIs: configured for local development
- Token settings: 300s access, 1800s session idle, 36000s max lifespan

 "
bd-475,Implement Keycloak User Seeding and Role Management,open,3,feature,,2025-11-06T22:04:01Z,2026-02-04T19:53:48Z,,,,,,,"As a developer, I need test users seeded in Keycloak with appropriate roles for development and testing.

*Acceptance Criteria:*
- CSV-based user seeding implemented
- Users created with proper credentials and roles
- Role-based access control configured
- Admin user with csfeer_admin role
- Demo users with csfeer_user role
- Automated setup script for user provisioning

*Technical Details:*
- Users: admin, demo, demo-1, demo-2
- Roles: csfeer_admin, csfeer_user, superuser
- Password policy: username=password for dev environment
- Email verification: disabled for development
- Setup script: bash-based automation using kcadm.sh

 "
bd-476,Implement Django OIDC Authentication Backend,open,3,feature,,2025-11-06T22:04:26Z,2026-02-04T19:53:48Z,,,,,,,"As a developer, I need Django configured to use OIDC authentication with Keycloak as the identity provider.

Acceptance Criteria:
- oauth2_authcodeflow package integrated
- OIDC authentication backend configured
- Proper middleware stack implemented (LoginRequiredMiddleware, token refresh)
- Configuration loaded from environment/Pydantic settings
- PKCE enabled for enhanced security

Technical Details:
- Package: oauth2_authcodeflow
- Backend: oauth2_authcodeflow.auth.AuthenticationBackend
- Middleware: LoginRequiredMiddleware, RefreshAccessTokenMiddleware, RefreshSessionMiddleware
- Configuration: Pydantic-based settings with environment overrides
- PKCE: Force secret with PKCE enabled

 "
bd-477,Implement User Role Extension and Group Mapping,open,3,feature,,2025-11-06T22:04:59Z,2025-11-06T22:04:59Z,,,,,,,"As a developer, I need user roles from Keycloak JWT tokens mapped to Django groups and permissions.

Acceptance Criteria:
- OIDC extend_user function implemented
- Keycloak realm_access.roles extracted from JWT
- Django groups created dynamically based on roles
- Staff/superuser status set based on specific roles
- Existing group memberships cleared on login

Technical Details:
- Extend function: csfeer.auth.extend_user_with_roles
- Role mapping: realm_access.roles claim
- Staff roles: csfeer_admin, csfeer_staff  
- Superuser roles: superuser, csfeer_admin
- Group creation: automatic on first login

Files:
- csfeer/auth.py (role extension logic)
- csfeer/settings.py (OIDC_EXTEND_USER configuration)"
bd-478,Configure Authentication URLs and Middleware Exclusions,open,3,feature,,2025-11-06T22:05:23Z,2026-02-04T19:53:49Z,,,,,,,"As a developer, I need proper URL routing for OIDC authentication flows and middleware exclusions.

Acceptance Criteria:
- OIDC URLs included in main URLconf
- Public endpoints excluded from authentication requirements
- API endpoints accessible without authentication
- Logout handling configured

Technical Details:
- OIDC URLs: /oidc/* routed to oauth2_authcodeflow.urls
- Excluded patterns: api/, logged-out
- Middleware exclusions: OIDC_MIDDLEWARE_NO_AUTH_URL_PATTERNS

Files:
- csfeer/urls.py (OIDC URL inclusion)
- csfeer/config.py (no_auth_urls configuration)"
bd-480,Implement Authentication UI Components,open,3,feature,,2025-11-06T22:06:32Z,2025-11-06T22:06:32Z,,,,,,,"As a user, I need visible login/logout UI elements in the application.

Acceptance Criteria:
- Login/logout buttons in application header
- User information display when authenticated
- Proper redirect handling for login/logout flows
- Responsive design following USWDS guidelines

Technical Details:
- Header component with authentication state
- Login/logout link handling
- User role display (optional)
- Integration with django_cotton_uswds components

Files:
- csfeer/templates/cotton/header.html
- django_cotton_uswds/templates/cotton/ (authentication components)"
bd-481,Set up Playwright E2E Testing Framework,open,3,feature,,2025-11-07T17:17:30Z,2026-02-04T20:23:21Z,,,,,,,"As a developer, I need a robust E2E testing framework using Playwright to test the application's user-facing functionality.

Acceptance Criteria:
 * Playwright installed and configured for the project ✅
 * Test directory structure established (tests/e2e/, tests/pages/, tests/fixtures/)
 * Browser configuration for headless testing with proper viewport
 * Video recording and tracing enabled for test debugging
 * Test markers configured (@pytest.mark.e2e, @pytest.mark.auth)
 * CI/CD integration ready for automated test execution

Technical Details:
 - Playwright version: latest compatible with project
 - Browser: Chromium (headless mode)
 - Viewport: 1920x1080 for consistent testing
 - Video recording: enabled with configurable directory
 - Tracing: screenshots, snapshots, and sources enabled
 - Test timeouts: 30s navigation, 5s expectations

Files:
 - pyproject.toml (playwright dependency)
 - tests/conftest.py (pytest configuration and fixtures)
 - playwright.config.py (playwright-specific settings)
 - tests/e2e/_{_}init{_}_.py (test package initialization)"
bd-0fea,Clean up skipped e2e tests - remove stale placeholders,closed,2,task,Mohammad Taleb,2026-02-09T15:42:59.098465-05:00,2026-02-09T15:54:09.451072-05:00,2026-02-09T15:54:09.451072-05:00,Closed,,,,,"Review and clean up 6 skipped e2e tests. Delete 3 stale placeholder tests in test_form_manager.py (test_view_form_details, test_submit_form, test_form_validation) that are already covered by tribal form and error state tests. Keep test_404_page skip (valid). Rewrite or delete 2 admin role tests in test_user_roles.py whose skip reasons are outdated."
bd-dagp,Add bandit and pip-audit to pre-commit hooks and CI,tombstone,3,task,Mohammad Taleb,2026-02-20T16:56:44.385487-05:00,2026-02-20T16:59:47.81715-05:00,,,2026-02-20T16:59:47.81715-05:00,daemon,delete,task,"Add ongoing security scanning to the development workflow:

1. Add `bandit` as a pre-commit hook in `.pre-commit-config.yaml`
2. Add `pip-audit` to the CI workflow in `.github/workflows/pre-commit.yml`

This ensures security issues are caught automatically on every commit and PR."
bd-euy1,Remove redundant timestamp field from FormAuditTrail and FormAuditDetail,closed,3,task,Mohammad Taleb,2026-02-05T11:30:57.586354-05:00,2026-02-05T11:35:59.909009-05:00,2026-02-05T11:32:57.745038-05:00,Closed,,,,,"FormAuditTrail and FormAuditDetail both inherit from BaseModel which provides created_at (auto_now_add=True), but they also define their own timestamp field with the same auto_now_add=True behavior. This is redundant.

**Files affected:**
- form_manager/models/__init__.py (lines 99 and 114)

**Changes needed:**
1. Remove the timestamp field from FormAuditTrail (line 99)
2. Remove the timestamp field from FormAuditDetail (line 114)
3. Update any code that references .timestamp to use .created_at instead
4. Create and run a migration to remove the timestamp columns
5. Update any tests that reference the timestamp field"
bd-ha7h,Run bandit SAST scan on codebase and fix findings,open,2,task,Mohammad Taleb,2026-02-20T16:56:42.289109-05:00,2026-02-20T17:01:14.08323-05:00,,,,,,,"Run `uvx bandit -r form_manager/ csfeer/ core/ -ll` to perform static application security testing. Triage and fix any code-level security issues (SQL injection, hardcoded passwords, insecure deserialization, etc.).

This complements the Django deploy security checks (FE-526) by covering application code vulnerabilities.

## Acceptance Criteria
- Run bandit scan and triage all findings
- Fix or document any code-level security issues
- Add bandit as a pre-commit hook in .pre-commit-config.yaml"
bd-hze3,Run pip-audit dependency vulnerability scan and fix findings,open,2,task,Mohammad Taleb,2026-02-20T16:56:40.399388-05:00,2026-02-20T17:01:14.158639-05:00,,,,,,,"Run `uvx pip-audit` to scan project dependencies against known vulnerability databases (PyPI/OSV). Triage and fix any findings.

This complements the Django deploy security checks (FE-526) by covering third-party dependency vulnerabilities.

## Acceptance Criteria
- Run pip-audit and triage all findings
- Fix or document any vulnerable dependencies
- Add pip-audit to CI workflow in .github/workflows/pre-commit.yml"
bd-octr,Fix Django deploy security warnings from manage.py check --deploy,open,2,task,Mohammad Taleb,2026-02-20T16:52:34.615555-05:00,2026-02-20T16:54:53.089003-05:00,,,,,,,"Running `manage.py check --deploy` identified 7 security warnings that should be addressed before production deployment:

1. **W004** - SECURE_HSTS_SECONDS not set (HTTP Strict Transport Security)
2. **W008** - SECURE_SSL_REDIRECT not set to True
3. **W009** - SECRET_KEY is insecure (django-insecure- prefix or too short)
4. **W012** - SESSION_COOKIE_SECURE not set to True
5. **W016** - CSRF_COOKIE_SECURE not set to True
6. **W018** - DEBUG is set to True in deployment
7. **W019** - X_FRAME_OPTIONS not set to DENY

Most of these should be configured via environment variables so local dev can keep DEBUG=True while production enforces secure settings."
